Plant ID	Condition	Species	Genotype	Variety	GrowthCondition	Treatment	Sequence	Day	Time	Day (Int)	Weight A (g)	Weight B (g)	Water (weight-diff)	fluo.side	fluo.top	vis.side	vis.top	nir.side	nir.top
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 11:44:18 CEST 2011	27	14006	14195	189	25	1	25	1	25	1
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:02:03 CEST 2011	27	14010	14197	187	25	1	25	1	25	1
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:05:15 CEST 2011	27	14024	14194	170	25	1	25	1	25	1
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:08:28 CEST 2011	27	13979	14193	214	25	1	25	1	25	1
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:15:36 CEST 2011	27	13955	14192	237	25	1	25	1	25	1
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:22:45 CEST 2011	27	14001	14196	195	25	1	25	1	25	1
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:29:54 CEST 2011	27	14000	14194	194	25	1	25	1	25	1
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:37:02 CEST 2011	27	13994	14192	198	25	1	25	1	25	1
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:44:12 CEST 2011	27	14014	14195	181	25	1	25	1	25	1
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:51:22 CEST 2011	27	14015	14194	179	25	1	25	1	25	1
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 12:58:34 CEST 2011	27	13947	14195	248	25	1	25	1	25	1
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:05:45 CEST 2011	27	13989	14196	207	25	1	25	1	25	1
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:12:55 CEST 2011	27	13989	14193	204	25	1	25	1	25	1
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:20:04 CEST 2011	27	13997	14192	195	25	1	25	1	25	1
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:27:13 CEST 2011	27	13950	14189	239	25	1	25	1	25	1
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:34:22 CEST 2011	27	13975	14194	219	25	1	25	1	25	1
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:41:32 CEST 2011	27	13955	14188	233	25	1	25	1	25	1
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 13:48:41 CEST 2011	27	13984	14193	209	25	1	25	1	25	1
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:02:59 CEST 2011	27	13963	14190	227	25	1	25	1	25	1
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:11:58 CEST 2011	27	13988	14193	205	25	1	25	1	25	1
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:19:05 CEST 2011	27	14000	14194	194	25	1	25	1	25	1
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:22:18 CEST 2011	27	14002	14190	188	25	1	25	1	25	1
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:29:26 CEST 2011	27	13984	14193	209	25	1	25	1	25	1
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 27	Mon Mar 28 14:36:35 CEST 2011	27	13893	14194	301	25	1	25	1	25	1
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 07:39:16 CEST 2011	28	13908	14192	284	284	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 07:40:51 CEST 2011	28	13925	14193	268	268	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 07:40:54 CEST 2011	28	13947	14195	248	248	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 07:41:14 CEST 2011	28	13954	14195	241	241	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 07:41:35 CEST 2011	28	13893	14193	300	300	0	0	0	0	
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:14:56 CEST 2011	28	13876	14193	317	317	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:15:17 CEST 2011	28	13951	14193	242	242	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:15:37 CEST 2011	28	13963	14193	230	230	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:15:58 CEST 2011	28	13930	14194	264	264	0	0	0	0	
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:16:18 CEST 2011	28	13960	14194	234	234	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:16:39 CEST 2011	28	13979	14195	216	216	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:16:59 CEST 2011	28	13903	14192	289	289	0	0	0	0	
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:17:20 CEST 2011	28	13966	14194	228	228	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:17:40 CEST 2011	28	13959	14194	235	235	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:18:01 CEST 2011	28	13976	14196	220	220	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:18:22 CEST 2011	28	13909	14189	280	280	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:52:16 CEST 2011	28	13957	14194	237	237	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:52:37 CEST 2011	28	13915	14192	277	277	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:54:16 CEST 2011	28	13988	14194	206	206	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:54:24 CEST 2011	28	13977	14194	217	217	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:54:37 CEST 2011	28	13992	14195	203	203	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:54:58 CEST 2011	28	13990	14193	203	203	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:55:13 CEST 2011	28	13938	14193	255	255	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:55:18 CEST 2011	28	13978	14194	216	216	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 28	Tue Mar 29 08:58:37 CEST 2011	28	13882	14191	309	309	0	0	0	0	
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 10:49:06 CEST 2011	29				25	3	25	3	25	3
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 10:50:39 CEST 2011	29				25	3	25	3	25	3
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 10:52:55 CEST 2011	29				25	3	25	3	25	3
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 11:00:49 CEST 2011	29				25	3	25	3	25	3
1107BA1362_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 11:29:14 CEST 2011	29				25	3	25	3	25	3
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 13:47:36 CEST 2011	29				25	3	25	3	25	3
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 13:49:10 CEST 2011	29				25	3	25	3	25	3
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 13:51:11 CEST 2011	29				25	3	25	3	25	3
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 13:59:06 CEST 2011	29				25	3	25	3	25	3
1107BA1362_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 14:27:12 CEST 2011	29				25	3	25	3	25	3
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:02:44 CEST 2011	29	13780	14155	375	375	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:03:00 CEST 2011	29	13741	14173	432	432	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:04:09 CEST 2011	29	13760	14175	415	415	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:04:27 CEST 2011	29	13781	14177	396	396	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:04:45 CEST 2011	29	13646	14162	516	516	0	0	0	0	
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:08:04 CEST 2011	29	13661	14171	510	510	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:08:22 CEST 2011	29	13755	14175	420	420	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:08:39 CEST 2011	29	13787	14173	386	386	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:08:57 CEST 2011	29	13701	14171	470	470	0	0	0	0	
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:09:15 CEST 2011	29	13784	14177	393	393	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:09:33 CEST 2011	29	13805	14179	374	374	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:09:51 CEST 2011	29	13656	14169	513	513	0	0	0	0	
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:10:09 CEST 2011	29	13725	14173	448	448	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:10:27 CEST 2011	29	13790	14177	387	387	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:10:45 CEST 2011	29	13774	14174	400	400	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:11:03 CEST 2011	29	13650	14154	504	504	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:17:14 CEST 2011	29	13763	14174	411	411	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:17:48 CEST 2011	29	13789	14177	388	388	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:18:19 CEST 2011	29	13739	14175	436	436	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:18:43 CEST 2011	29	13679	14171	492	492	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:18:54 CEST 2011	29	13825	14180	355	355	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:19:12 CEST 2011	29	13815	14179	364	364	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:19:30 CEST 2011	29	13819	14178	359	359	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:23:26 CEST 2011	29	13809	14176	367	367	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 29	Wed Mar 30 16:24:08 CEST 2011	29	13618	14165	547	547	0	0	0	0	
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 08:00:55 CEST 2011	30				25	3	25	3	25	3
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 08:02:29 CEST 2011	30				25	3	25	3	25	3
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 08:04:35 CEST 2011	30				25	3	25	3	25	3
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 08:12:32 CEST 2011	30				25	3	25	3	25	3
1107BA1362_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 08:40:18 CEST 2011	30				25	3	25	3	25	3
1107BA1362_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 09:49:33 CEST 2011	30				25	3	25	3	25	3
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:47:53 CEST 2011	30	13749	14184	435	435	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:48:12 CEST 2011	30	13746	14182	436	436	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:48:30 CEST 2011	30	13761	14183	422	422	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:50:40 CEST 2011	30	13632	14177	545	545	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:51:55 CEST 2011	30	13739	14181	442	442	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:52:13 CEST 2011	30	13759	14180	421	421	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:53:04 CEST 2011	30	13790	14181	391	391	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:53:56 CEST 2011	30	13775	14182	407	407	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:54:12 CEST 2011	30	13635	14174	539	539	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:54:14 CEST 2011	30	13734	14182	448	448	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:54:32 CEST 2011	30	13603	14160	557	557	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:55:54 CEST 2011	30	13631	14171	540	540	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:59:19 CEST 2011	30	13734	14180	446	446	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 20:59:37 CEST 2011	30	13665	14171	506	506	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:01:03 CEST 2011	30	13799	14182	383	383	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:01:21 CEST 2011	30	13764	14180	416	416	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:01:38 CEST 2011	30	13794	14182	388	388	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:01:41 CEST 2011	30	13769	14181	412	412	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:01:56 CEST 2011	30	13779	14181	402	402	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:02:40 CEST 2011	30	13700	14178	478	478	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 30	Thu Mar 31 21:06:46 CEST 2011	30	13565	14172	607	607	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 07:39:48 CEST 2011	31	14123	14190	67	379	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 07:40:55 CEST 2011	31	14117	14195	78	368	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 07:41:13 CEST 2011	31	14126	14196	70	326	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 07:41:31 CEST 2011	31	14107	14193	86	421	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:11:48 CEST 2011	31	14111	14195	84	358	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:12:06 CEST 2011	31	14108	14195	87	353	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:12:24 CEST 2011	31	14091	14195	104	388	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:12:58 CEST 2011	31	14113	14196	83	332	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:13:16 CEST 2011	31	14084	14191	107	431	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:13:50 CEST 2011	31	14108	14195	87	345	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:14:08 CEST 2011	31	14102	14193	91	333	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:14:26 CEST 2011	31	14068	14194	126	409	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:44:37 CEST 2011	31	14090	14193	103	341	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:44:55 CEST 2011	31	14060	14192	132	402	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:45:13 CEST 2011	31	14100	14193	93	328	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:45:47 CEST 2011	31	14081	14195	114	371	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:46:21 CEST 2011	31	14112	14194	82	304	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:46:39 CEST 2011	31	14096	14195	99	314	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:46:57 CEST 2011	31	14106	14195	89	291	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:47:14 CEST 2011	31	14096	14195	99	324	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 08:47:32 CEST 2011	31	14054	14192	138	431	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:12:28 CEST 2011	31				25	3	25	3	25	3
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:24:12 CEST 2011	31				25	3	25	3	25	3
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:25:46 CEST 2011	31				25	3	25	3	25	3
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:27:49 CEST 2011	31				25	3	25	3	25	3
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:43:39 CEST 2011	31				25	3	25	3	25	3
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:51:30 CEST 2011	31				25	3	25	3	25	3
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 14:53:34 CEST 2011	31				25	3	25	3	25	3
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:09:29 CEST 2011	31				25	3	25	3	25	3
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:17:22 CEST 2011	31				25	3	25	3	25	3
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:29:03 CEST 2011	31				25	3	25	3	25	3
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:36:55 CEST 2011	31				25	3	25	3	25	3
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:42:26 CEST 2011	31				25	3	25	3	25	3
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:50:22 CEST 2011	31				25	3	25	3	25	3
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 15:58:18 CEST 2011	31				25	3	25	3	25	3
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:06:15 CEST 2011	31				25	3	25	3	25	3
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:22:03 CEST 2011	31				25	3	25	3	25	3
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:34:42 CEST 2011	31				25	3	25	3	25	3
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:42:34 CEST 2011	31				25	3	25	3	25	3
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:48:21 CEST 2011	31				25	3	25	3	25	3
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 16:56:17 CEST 2011	31				25	3	25	3	25	3
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 17:04:12 CEST 2011	31				25	3	25	3	25	3
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:02:11 CEST 2011	31	13874	14186	312		0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:03:23 CEST 2011	31	13899	14189	290		0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:03:43 CEST 2011	31	13932	14188	256		0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:04:03 CEST 2011	31	13851	14186	335		0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:06:39 CEST 2011	31	13911	14185	274		0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:06:58 CEST 2011	31	13921	14187	266		0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:07:18 CEST 2011	31	13902	14186	284		0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:07:55 CEST 2011	31	13938	14187	249		0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:08:15 CEST 2011	31	13859	14183	324		0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:08:53 CEST 2011	31	13932	14190	258		0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:09:12 CEST 2011	31	13948	14190	242		0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:09:32 CEST 2011	31	13904	14187	283		0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 31	Fri Apr 01 20:13:09 CEST 2011	31	13951	14189	238		0	0	0	0	
