Plant ID	Condition	Species	Genotype	Variety	GrowthCondition	Treatment	Sequence	Day	Time	Day (Int)	Weight A (g)	Weight B (g)	Water (weight-diff)	fluo.side	fluo.top	vis.side	vis.top	nir.side	nir.top
1107BA1350	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:15:13 CET 2011	1	14236	14330	94	94	0	0	0	0	
1107BA1390	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:15:31 CET 2011	1	14263	14358	95	95	0	0	0	0	
1107BA1382	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:15:48 CET 2011	1	14202	14297	95	95	0	0	0	0	
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:16:05 CET 2011	1	14216	14310	94	94	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:16:22 CET 2011	1	14230	14325	95	95	0	0	0	0	
1107BA1360	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:16:39 CET 2011	1	14223	14318	95	95	0	0	0	0	
1107BA1359	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:16:56 CET 2011	1	14194	14291	97	97	0	0	0	0	
1107BA1325	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:17:13 CET 2011	1	14241	14336	95	95	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:17:30 CET 2011	1	14235	14328	93	93	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:17:47 CET 2011	1	14240	14334	94	94	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:18:04 CET 2011	1	14197	14292	95	95	0	0	0	0	
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:22:24 CET 2011	1	14177	14272	95	95	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:22:41 CET 2011	1	14241	14337	96	96	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:22:58 CET 2011	1	14220	14313	93	93	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:23:15 CET 2011	1	14225	14318	93	93	0	0	0	0	
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:23:32 CET 2011	1	14204	14298	94	94	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:23:49 CET 2011	1	14245	14340	95	95	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:24:06 CET 2011	1	14195	14291	96	96	0	0	0	0	
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:24:24 CET 2011	1	14230	14322	92	92	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:24:41 CET 2011	1	14224	14318	94	94	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:24:58 CET 2011	1	14237	14331	94	94	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:25:15 CET 2011	1	14197	14292	95	95	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:29:35 CET 2011	1	14199	14294	95	95	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:29:52 CET 2011	1	14191	14284	93	93	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:30:09 CET 2011	1	14224	14316	92	92	0	0	0	0	
1107BA1161	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:30:26 CET 2011	1	14220	14313	93	93	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:30:43 CET 2011	1	14220	14314	94	94	0	0	0	0	
1107BA1151	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:31:00 CET 2011	1	14229	14324	95	95	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:31:17 CET 2011	1	14254	14349	95	95	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:31:34 CET 2011	1	14233	14326	93	93	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:31:51 CET 2011	1	14233	14327	94	94	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:35:39 CET 2011	1	14259	14353	94	94	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 1	Wed Mar 02 10:36:13 CET 2011	1	14200	14295	95	95	0	0	0	0	
1107BA1350	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:00:25 CET 2011	2	14254	14297	43	2	1	2	1	2	1
1107BA1390	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:01:00 CET 2011	2	14288	14297	9	2	1	2	1	2	1
1107BA1382	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:01:41 CET 2011	2	14207	14297	90	2	1	2	1	2	1
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:02:54 CET 2011	2	14224	14297	73	2	1	2	1	2	1
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:04:09 CET 2011	2	14241	14297	56	2	1	2	1	2	1
1107BA1360	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:05:23 CET 2011	2	14233	14297	64	2	1	2	1	2	1
1107BA1359	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:06:36 CET 2011	2	14197	14295	98	2	1	2	1	2	1
1107BA1325	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:07:49 CET 2011	2	14249	14302	53	2	1	2	1	2	1
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:09:03 CET 2011	2	14239	14296	57	2	1	2	1	2	1
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:10:16 CET 2011	2	14251	14296	45	2	1	2	1	2	1
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:11:29 CET 2011	2	14194	14296	102	2	1	2	1	2	1
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:12:43 CET 2011	2	14179	14297	118	2	1	2	1	2	1
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:13:56 CET 2011	2	14256	14297	41	2	1	2	1	2	1
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:15:09 CET 2011	2	14229	14297	68	2	1	2	1	2	1
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:16:22 CET 2011	2	14227	14297	70	2	1	2	1	2	1
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:17:36 CET 2011	2	14207	14297	90	2	1	2	1	2	1
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:18:49 CET 2011	2	14256	14296	40	2	1	2	1	2	1
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:20:02 CET 2011	2	14194	14297	103	2	1	2	1	2	1
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:21:15 CET 2011	2	14241	14297	56	2	1	2	1	2	1
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:22:28 CET 2011	2	14225	14296	71	2	1	2	1	2	1
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:23:41 CET 2011	2	14243	14297	54	2	1	2	1	2	1
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:24:54 CET 2011	2	14202	14297	95	2	1	2	1	2	1
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:26:07 CET 2011	2	14206	14296	90	2	1	2	1	2	1
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:27:21 CET 2011	2	14189	14297	108	2	1	2	1	2	1
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:28:34 CET 2011	2	14244	14296	52	2	1	2	1	2	1
1107BA1161	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:29:47 CET 2011	2	14227	14297	70	2	1	2	1	2	1
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:31:00 CET 2011	2	14227	14295	68	2	1	2	1	2	1
1107BA1151	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:32:14 CET 2011	2	14240	14297	57	2	1	2	1	2	1
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:33:27 CET 2011	2	14267	14296	29	2	1	2	1	2	1
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:34:40 CET 2011	2	14245	14297	52	2	1	2	1	2	1
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:35:53 CET 2011	2	14245	14297	52	2	1	2	1	2	1
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:37:06 CET 2011	2	14271	14296	25	2	1	2	1	2	1
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 2	Thu Mar 03 11:38:19 CET 2011	2	14203	14297	94	2	1	2	1	2	1
1107BA1350	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:03:29 CET 2011	4	14176	14196	20	2	1	2	1	2	1
1107BA1390	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:04:04 CET 2011	4	14213			2	1	2	1	2	1
1107BA1382	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:04:46 CET 2011	4	14144	14199	55	2	1	2	1	2	1
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:06:00 CET 2011	4	14149	14197	48	2	1	2	1	2	1
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:07:13 CET 2011	4	14163	14198	35	2	1	2	1	2	1
1107BA1360	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:08:26 CET 2011	4	14158	14199	41	2	1	2	1	2	1
1107BA1359	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:09:40 CET 2011	4	14135	14199	64	2	1	2	1	2	1
1107BA1325	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:10:53 CET 2011	4	14164	14198	34	2	1	2	1	2	1
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:12:06 CET 2011	4	14157	14198	41	2	1	2	1	2	1
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:13:20 CET 2011	4	14167	14198	31	2	1	2	1	2	1
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:14:33 CET 2011	4	14129	14197	68	2	1	2	1	2	1
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:15:46 CET 2011	4	14129	14199	70	2	1	2	1	2	1
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:16:59 CET 2011	4	14175	14197	22	2	1	2	1	2	1
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:18:12 CET 2011	4	14162	14198	36	2	1	2	1	2	1
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:19:26 CET 2011	4	14153	14197	44	2	1	2	1	2	1
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:20:39 CET 2011	4	14148	14198	50	2	1	2	1	2	1
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:21:52 CET 2011	4	14171	14198	27	2	1	2	1	2	1
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:23:06 CET 2011	4	14130	14198	68	2	1	2	1	2	1
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:24:19 CET 2011	4	14167	14198	31	2	1	2	1	2	1
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:25:32 CET 2011	4	14145	14197	52	2	1	2	1	2	1
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:26:45 CET 2011	4	14162	14198	36	2	1	2	1	2	1
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:27:58 CET 2011	4	14146	14199	53	2	1	2	1	2	1
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:29:11 CET 2011	4	14145	14199	54	2	1	2	1	2	1
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:30:25 CET 2011	4	14132	14200	68	2	1	2	1	2	1
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:31:38 CET 2011	4	14156	14198	42	2	1	2	1	2	1
1107BA1161	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:32:51 CET 2011	4	14150	14199	49	2	1	2	1	2	1
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:34:04 CET 2011	4	14155	14198	43	2	1	2	1	2	1
1107BA1151	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:35:18 CET 2011	4	14167	14197	30	2	1	2	1	2	1
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:36:31 CET 2011	4	14175	14197	22	2	1	2	1	2	1
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:37:44 CET 2011	4	14171	14197	26	2	1	2	1	2	1
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:38:58 CET 2011	4	14169	14198	29	2	1	2	1	2	1
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:40:11 CET 2011	4	14174	14197	23	2	1	2	1	2	1
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 4	Sat Mar 05 09:41:25 CET 2011	4	14131	14199	68	2	1	2	1	2	1
1107BA1350	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:00:15 CET 2011	5	14145	14197	52	52	0	0	0	0	
1107BA1390	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:00:34 CET 2011	5	14184	14197	13	13	0	0	0	0	
1107BA1382	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:00:53 CET 2011	5	14133	14198	65	65	0	0	0	0	
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:01:11 CET 2011	5	14126	14197	71	71	0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:01:30 CET 2011	5	14136	14198	62	62	0	0	0	0	
1107BA1360	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:01:49 CET 2011	5	14135	14197	62	62	0	0	0	0	
1107BA1359	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:02:07 CET 2011	5	14124	14198	74	74	0	0	0	0	
1107BA1325	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:02:26 CET 2011	5	14135	14199	64	64	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:02:45 CET 2011	5	14134	14199	65	65	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:03:04 CET 2011	5	14137	14197	60	60	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:03:22 CET 2011	5	14119	14199	80	80	0	0	0	0	
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:07:12 CET 2011	5	14119	14197	78	78	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:07:30 CET 2011	5	14139	14199	60	60	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:07:49 CET 2011	5	14133	14198	65	65	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:08:07 CET 2011	5	14130	14198	68	68	0	0	0	0	
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:08:26 CET 2011	5	14129	14198	69	69	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:08:45 CET 2011	5	14138	14198	60	60	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:09:03 CET 2011	5	14120	14198	78	78	0	0	0	0	
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:09:22 CET 2011	5	14136	14198	62	62	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:09:41 CET 2011	5	14123	14198	75	75	0	0	0	0	
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:10:00 CET 2011	5	14135	14196	61	61	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:10:18 CET 2011	5	14126	14197	71	71	0	0	0	0	
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:14:07 CET 2011	5	14128	14195	67	67	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:14:25 CET 2011	5	14124	14198	74	74	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:14:44 CET 2011	5	14133	14197	64	64	0	0	0	0	
1107BA1161	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:15:03 CET 2011	5	14127	14197	70	70	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:15:22 CET 2011	5	14129	14198	69	69	0	0	0	0	
1107BA1151	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:15:40 CET 2011	5	14137	14196	59	59	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:15:59 CET 2011	5	14139	14198	59	59	0	0	0	0	
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:16:17 CET 2011	5	14140	14197	57	57	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:16:36 CET 2011	5	14138	14198	60	60	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:16:55 CET 2011	5	14138	14198	60	60	0	0	0	0	
1107BA1131	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 5	Sun Mar 06 08:17:14 CET 2011	5	14120	14199	79	79	0	0	0	0	
1107BA1350	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:03:30 CET 2011	6	14125	14197	72	2	1	2	1	2	1
1107BA1390	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:04:05 CET 2011	6	14156	14198	42	2	1	2	1	2	1
1107BA1382	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:04:46 CET 2011	6	14113	14198	85	2	1	2	1	2	1
1107BA1365	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:05:59 CET 2011	6	14104	14199	95	2	1	2	1	2	1
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:07:12 CET 2011	6	14115	14200	85	2	1	2	1	2	1
1107BA1360	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:08:26 CET 2011	6	14110	14199	89	2	1	2	1	2	1
1107BA1359	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:09:39 CET 2011	6	14100	14198	98	2	1	2	1	2	1
1107BA1325	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:10:52 CET 2011	6	14114	14197	83	2	1	2	1	2	1
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:12:06 CET 2011	6	14112	14197	85	2	1	2	1	2	1
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:13:19 CET 2011	6	14116	14197	81	2	1	2	1	2	1
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:14:32 CET 2011	6	14097	14199	102	2	1	2	1	2	1
1107BA1010	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:15:45 CET 2011	6	14095	14195	100	2	1	2	1	2	1
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:16:59 CET 2011	6	14120	14198	78	2	1	2	1	2	1
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:18:12 CET 2011	6	14111	14197	86	2	1	2	1	2	1
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:19:25 CET 2011	6	14109	14197	88	2	1	2	1	2	1
1107BA1344	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:20:38 CET 2011	6	14109	14197	88	2	1	2	1	2	1
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:21:52 CET 2011	6	14118	14196	78	2	1	2	1	2	1
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:23:05 CET 2011	6	14094	14198	104	2	1	2	1	2	1
1107BA1331	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:24:18 CET 2011	6	14113	14195	82	2	1	2	1	2	1
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:25:31 CET 2011	6	14097	14198	101	2	1	2	1	2	1
1107BA1039	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:26:44 CET 2011	6	14109	14198	89	2	1	2	1	2	1
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:27:57 CET 2011	6	14107	14198	91	2	1	2	1	2	1
1107BA1147	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:29:10 CET 2011	6	14104	14198	94	2	1	2	1	2	1
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:30:23 CET 2011	6	14100	14196	96	2	1	2	1	2	1
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:31:36 CET 2011	6	14114	14197	83	2	1	2	1	2	1
1107BA1161	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:32:50 CET 2011	6	14102	14197	95	2	1	2	1	2	1
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:34:03 CET 2011	6	14108	14198	90	2	1	2	1	2	1
1107BA1151	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:35:16 CET 2011	6	14114	14197	83	2	1	2	1	2	1
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:36:29 CET 2011	6	14118	14198	80	2	1	2	1	2	1
1107BA1119	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:37:43 CET 2011	6	14118	14198	80	2	1	2	1	2	1
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:38:57 CET 2011	6	14116	14197	81	2	1	2	1	2	1
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 6	Mon Mar 07 09:40:10 CET 2011	6	14116	14197	81	2	1	2	1	2	1
